"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cluster","gene_name"
"ENSG00000163638",135.226334879885,-0.301118774349262,0.449134441255009,16.2809862572215,0.000291493419042902,0.00675017293093671,1,"ADAMTS9"
"ENSG00000163659",1626.39178098556,-0.219951140680183,0.344773518026699,18.4613553715453,9.79868094528484e-05,0.00373830252178745,1,"TIPARP"
"ENSG00000163681",3073.53999418474,-0.313733803436249,0.210534805155835,12.0303989228308,0.00244136135859114,0.0227577437720835,1,"SLMAP"
"ENSG00000163687",79.1019838372236,-0.797471656727853,0.556263214619969,12.9421882224777,0.00154753163457628,0.0177648256287801,1,"DNASE1L3"
"ENSG00000163812",2223.26382110924,-0.0289874265497364,0.127196163763547,21.4855732244387,2.16006616409169e-05,0.00158361717071588,1,"ZDHHC3"
"ENSG00000163814",2223.41716067149,-0.483926752453271,0.131470003845037,28.0281944270289,8.19888719753878e-07,0.000343252885330643,1,"CDCP1"
"ENSG00000163866",575.003009212087,-0.0280370665005135,0.147941930399333,13.3838393546951,0.00124089836056885,0.0159194089276242,1,"SMIM12"
"ENSG00000163870",781.405317814702,-0.2777841565105,0.222200905552388,14.3463568412405,0.000766881381867399,0.0118795675794824,1,"TPRA1"
"ENSG00000164171",4454.63711064713,-1.05321064767901,0.271207948611657,32.5018865261909,8.75598512528742e-08,9.94992623987126e-05,1,"ITGA2"
"ENSG00000164300",2799.47212820691,-0.414152792083188,0.206550524994846,27.1992662073924,1.24095029651997e-06,0.000435620407539692,1,"SERINC5"
"ENSG00000164379",957.327134473336,-0.423063555356422,0.246140219233583,14.8667760757559,0.000591181170847264,0.0101353600086348,1,"FOXQ1"
