"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sign","gene_name"
"ENSG00000079841",139.39649531008,2.32471733991068,0.506424489671412,4.59045205617732,4.42287045899804e-06,0.000404300820766585,"Upregulated","RIMS1"
"ENSG00000228918",10.2681585071052,2.32280512611405,0.658370818203972,3.52811069672048,0.000418537089272402,0.00736898956379499,"Upregulated","LINC01344"
"ENSG00000188175",138.850326964872,2.3030897397445,0.731611248025087,3.14796928828181,0.00164408965919751,0.0176840139142273,"Upregulated","HEPACAM2"
"ENSG00000148942",17.2897002175529,2.27743851080093,0.776471910779395,2.93305975294704,0.00335639288709574,0.0277190564746433,"Upregulated","SLC5A12"
"ENSG00000254363",15.411957357934,2.26329726905676,0.72681387182195,3.1139984483004,0.00184570460493141,0.0191328750466485,"Upregulated","AC011379.2"
"ENSG00000175267",247.064176117627,2.2522629210423,0.832559992116606,2.70522598055235,0.00682579372279207,0.0437442350049386,"Upregulated","VWA3A"
"ENSG00000186787",12.7576959092517,2.25040320063582,0.58311087244401,3.85930584899513,0.000113709554173333,0.0030680479637287,"Upregulated","SPIN2B"
"ENSG00000183914",460.288954746191,2.2202020860592,0.750260778035017,2.95924050817911,0.00308398308629605,0.0264016037068338,"Upregulated","DNAH2"
"ENSG00000204410",12.8440206369235,2.19985467221765,0.611104498032467,3.59980114579482,0.000318460625985336,0.00607056722156048,"Upregulated","MSH5"
"ENSG00000183458",12.719652999263,2.18644131711505,0.77249362690785,2.83036809749095,0.00464944779627041,0.0343443003207373,"Upregulated","AC138932.1"
"ENSG00000244067",563.68412366566,2.18582035043252,0.766576597667861,2.85140500907853,0.00435264893190022,0.0328889491087617,"Upregulated","GSTA2"
"ENSG00000007933",2386.69041420874,2.18237179125895,0.538906805521381,4.04962744745365,5.12992343554409e-05,0.00188860443047628,"Upregulated","FMO3"
"ENSG00000160401",176.341521440585,2.17517261509101,0.701645017381324,3.10010412845113,0.0019345261986151,0.0197199830442309,"Upregulated","CFAP157"
"ENSG00000088340",158.875628076427,2.1716183867232,0.367108765445401,5.91546318456453,3.30942930174169e-09,1.41941422751701e-05,"Upregulated","FER1L4"
"ENSG00000131044",68.1601912468611,2.16466286224239,0.73017892464555,2.96456497055592,0.00303111230046288,0.0261189058447371,"Upregulated","TTLL9"
"ENSG00000163263",45.7918555138937,2.16442031393784,0.769759114885312,2.81181511473277,0.00492628105484037,0.0356742993007423,"Upregulated","C1orf189"
"ENSG00000186231",30.3605136855501,2.14871951418567,0.785165263375404,2.73664617426959,0.00620690125854326,0.0410191055437473,"Upregulated","KLHL32"
"ENSG00000242550",138.266620272812,2.14498165151417,0.539097241102557,3.97883997166683,6.92523322071822e-05,0.00228851298963078,"Upregulated","SERPINB10"
"ENSG00000075826",18.9074194620736,2.14383122291249,0.767438614697042,2.79348886263535,0.00521428245340615,0.0367865889163952,"Upregulated","SEC31B"
"ENSG00000181085",260.500186773707,2.13138695438619,0.748657079273714,2.84694690452121,0.00441407238243773,0.0331364810868311,"Upregulated","MAPK15"
"ENSG00000204789",90.66699785638,2.12688976711107,0.541143448133292,3.93036222548366,8.48179845452493e-05,0.00259382770562976,"Upregulated","ZNF204P"
"ENSG00000008277",14.2405346511783,2.12465601519927,0.781088085136355,2.72012344782901,0.00652575489590131,0.0425041195877308,"Upregulated","ADAM22"
"ENSG00000008226",223.771778731686,2.12371419464906,0.736202873444807,2.8846860984281,0.00391804111324896,0.0306474947917007,"Upregulated","DLEC1"
"ENSG00000246090",31.3914490171287,2.11610587685701,0.628247304821634,3.36826892947483,0.000756417736484434,0.0106648281761429,"Upregulated","AP002026.1"
"ENSG00000173531",20.9574410146827,2.10292862995213,0.685824715842312,3.06627711334284,0.00216742335416902,0.0211541523641382,"Upregulated","MST1"
"ENSG00000198848",1395.50866059304,2.05871877158509,0.695244682667007,2.96114277880947,0.00306499814588531,0.0263178719673715,"Upregulated","CES1"
"ENSG00000166869",152.806187048271,2.03654464509156,0.764586600976801,2.66358924219933,0.00773119018820739,0.0473870306784158,"Upregulated","CHP2"
"ENSG00000069535",123.811263026055,2.0247787281775,0.739728363971483,2.7371922273019,0.00619660725575607,0.040982649992194,"Upregulated","MAOB"
"ENSG00000066230",128.732162479234,2.02258653533665,0.725262043638672,2.78876656110286,0.00529091865550476,0.0371306198888484,"Upregulated","SLC9A3"
"ENSG00000187123",47.463003130461,2.01650812723984,0.715904698031926,2.81672704870267,0.00485157375790782,0.0353733954061481,"Upregulated","LYPD6"
"ENSG00000213366",51.0989250382944,2.01086736314123,0.686392061412807,2.92961920189206,0.0033937761748956,0.0278338262737826,"Upregulated","GSTM2"
"ENSG00000272356",10.2212260050404,2.00487353917477,0.757553212983079,2.64651182889189,0.00813266608176863,0.0489901753155978,"Upregulated","AL080317.2"
"ENSG00000115461",434.845382988286,2.00439955698964,0.757752164653196,2.6451914629726,0.00816447058229751,0.0491262087977406,"Upregulated","IGFBP5"
"ENSG00000171747",28.3760623078932,1.99961038174379,0.753545872322833,2.65360139997837,0.00796378389487937,0.048414839298565,"Upregulated","LGALS4"
"ENSG00000206530",482.982733084299,1.99797496317704,0.658568887620516,3.03381316781597,0.00241483929790072,0.0227257174957679,"Upregulated","CFAP44"
"ENSG00000110777",100.283137384002,1.99741978724679,0.635580690267451,3.14266908644798,0.00167414988338,0.017906873497076,"Upregulated","POU2AF1"
"ENSG00000242294",17.3048595085739,1.98402909390016,0.653363958977711,3.03663688000863,0.00239233461128589,0.0225839934561598,"Upregulated","STAG3L5P"
"ENSG00000170500",53.7200296255095,1.97947989022143,0.5997015952913,3.30077476158775,0.00096418253377451,0.0126271111064393,"Upregulated","LONRF2"
"ENSG00000172828",84.920101492569,1.97804076228283,0.448784775529096,4.40754871853844,1.04547089690096e-05,0.000700628855751281,"Upregulated","CES3"
"ENSG00000173610",1114.84952214233,1.97739390275582,0.630861745103602,3.13443304829188,0.00172186541529064,0.0181786603475238,"Upregulated","UGT2A1"
"ENSG00000196167",519.276500186195,1.97121843218814,0.640614476522357,3.07707444091664,0.00209043089245576,0.020814528375491,"Upregulated","COLCA1"
"ENSG00000166670",2954.8903293908,1.96976810725762,0.600211393331247,3.28179059768453,0.0010315017606392,0.0132003380434907,"Upregulated","MMP10"
"ENSG00000111796",38.9436982442804,1.96708065600003,0.647633039392713,3.03733833259119,0.0023867739598928,0.0225507269000859,"Upregulated","KLRB1"
"ENSG00000158296",168.145186593592,1.93675186531752,0.572565737119455,3.38258428641085,0.000718072391004703,0.0103697390067986,"Upregulated","SLC13A3"
"ENSG00000172361",210.958479931,1.93666523397179,0.710041530980695,2.72753796710582,0.00638089139713524,0.0418516655339286,"Upregulated","CFAP53"
"ENSG00000198185",33.3195929090006,1.93482097943467,0.708963224887413,2.72908510838758,0.00635103104636499,0.0417482879578996,"Upregulated","ZNF334"
"ENSG00000258175",27.0679256269792,1.92843548440093,0.57378702268258,3.36089072803541,0.000776915556193284,0.0109073349280294,"Upregulated","LINC02300"
"ENSG00000134532",39.766850202534,1.90359190583531,0.558411025231403,3.40894398538509,0.000652148688770849,0.00977995009139221,"Upregulated","SOX5"
"ENSG00000258301",17.5116853089897,1.89954912189232,0.59624490229263,3.18585385734676,0.00144327483279143,0.0164305395032314,"Upregulated","VASH1-AS1"
"ENSG00000111863",174.596282083932,1.89328089354122,0.467823333355543,4.04699970811917,5.18783059538632e-05,0.00189770621949782,"Upregulated","ADTRP"
"ENSG00000137033",932.382904345457,1.88641840583346,0.582297233211812,3.23961423520497,0.00119691511018845,0.0146047479590278,"Upregulated","IL33"
"ENSG00000112796",381.289134011137,1.88331034573716,0.641142609919758,2.93742814250462,0.00330946857680556,0.0274940600803723,"Upregulated","ENPP5"
"ENSG00000260265",33.5437015978794,1.88017979744887,0.670751067779877,2.80309624205607,0.00506145629071328,0.0362040207871679,"Upregulated","LINC02562"
"ENSG00000253731",34.4412051093243,1.87994017559904,0.593364669509966,3.16827116982142,0.00153348414917388,0.0169077468272668,"Upregulated","PCDHGA6"
"ENSG00000111674",102.977515740319,1.87300895600229,0.623974609131593,3.00173905891623,0.00268442172023272,0.0242261646671818,"Upregulated","ENO2"
"ENSG00000108947",132.628744091159,1.87107041530508,0.66642309441947,2.80763141459706,0.0049907312396888,0.0359449979630987,"Upregulated","EFNB3"
"ENSG00000058453",426.371151083795,1.85313184966841,0.589669884390854,3.14265981479239,0.00167420290798029,0.017906873497076,"Upregulated","CROCC"
"ENSG00000137573",112.215576531225,1.85196024341651,0.665836215777882,2.78140509562536,0.00541241530347561,0.037636415422906,"Upregulated","SULF1"
"ENSG00000206190",78.9378280559371,1.84799008688154,0.603043847590955,3.06443734442181,0.00218079849226279,0.021189238281132,"Upregulated","ATP10A"
"ENSG00000113231",184.983001045344,1.83113953737581,0.571047528280269,3.20663245472816,0.00134298462738516,0.0157594010037071,"Upregulated","PDE8B"
"ENSG00000184867",67.5766387481476,1.82405994862037,0.601722074163216,3.03139942332512,0.00243423002013877,0.0228271936047572,"Upregulated","ARMCX2"
"ENSG00000206072",669.434949579291,1.82227044893138,0.64009978362879,2.84685371802619,0.00441536464003823,0.0331364810868311,"Upregulated","SERPINB11"
"ENSG00000238105",98.8833606458644,1.82183022925478,0.477857070946068,3.81250030610178,0.000137568058867211,0.00348099943646883,"Upregulated","GOLGA2P5"
"ENSG00000177335",22.8928355143969,1.81946132305623,0.612759531381511,2.96929093694246,0.00298487843665198,0.0258713880511237,"Upregulated","C8orf31"
"ENSG00000161055",1852.33272359826,1.80786876474697,0.628623937234002,2.87591460914095,0.0040285867966615,0.0312029052295823,"Upregulated","SCGB3A1"
"ENSG00000112186",106.712564290261,1.8075882135302,0.671409413922702,2.69222947436704,0.00709760908988761,0.0448730042411984,"Upregulated","CAP2"
"ENSG00000167371",38.7067866512231,1.80195909245482,0.623142841250866,2.89172718222624,0.00383130482026432,0.030151314447915,"Upregulated","PRRT2"
"ENSG00000164294",112.031228971091,1.80150759806697,0.612711533950011,2.94022145536099,0.00327977742433493,0.0272963701742837,"Upregulated","GPX8"
"ENSG00000144476",97.3409395074233,1.79993825811464,0.607433275030832,2.96318679285931,0.00304471742516576,0.026173936147659,"Upregulated","ACKR3"
"ENSG00000120729",19.4723539507494,1.78746390397176,0.677913040246817,2.63671562258336,0.00837129781331809,0.0498846770702623,"Upregulated","MYOT"
"ENSG00000216775",148.761852419508,1.77978650771218,0.443294200510333,4.01491042667203,5.94683753446161e-05,0.0020949475306206,"Upregulated","AL109918.1"
"ENSG00000121413",148.330469916868,1.75522829846231,0.531403695999561,3.30300355770156,0.000956551742504108,0.0125729931697444,"Upregulated","ZSCAN18"
"ENSG00000078295",247.564883273037,1.73655976538155,0.618850252820501,2.80610657823427,0.00501441038964904,0.035964811212723,"Upregulated","ADCY2"
"ENSG00000101335",83.9656332440815,1.72873207729554,0.601769899275142,2.87274601035691,0.00406921120455507,0.0314182661680229,"Upregulated","MYL9"
"ENSG00000105825",834.115472129174,1.72285289344295,0.580121727386351,2.96981273431181,0.00297981336129786,0.0258713880511237,"Upregulated","TFPI2"
"ENSG00000215788",67.502300426482,1.7168359283794,0.466945751604369,3.67673530057948,0.000236237948130853,0.00504091820663297,"Upregulated","TNFRSF25"
"ENSG00000144134",103.554761156754,1.7111715776735,0.51561780039257,3.31868212534689,0.000904433217317061,0.0120604898087507,"Upregulated","RABL2A"
"ENSG00000128606",75.2857797270876,1.7099423781127,0.634970283573349,2.69294866602238,0.00708231725968693,0.0448516536086398,"Upregulated","LRRC17"
"ENSG00000263956",24.6066134641825,1.70456257294809,0.47705855647499,3.57306781277164,0.000352823344314768,0.00654382410277207,"Upregulated","NBPF11"
"ENSG00000242028",33.1537035309825,1.69826074227579,0.431023707418545,3.94006341889379,8.14600715047266e-05,0.00253175541075198,"Upregulated","HYPK"
"ENSG00000163531",69.71718998891,1.69764854526084,0.599745499684942,2.83061489607284,0.00464586214488689,0.0343405475905556,"Upregulated","NFASC"
"ENSG00000154917",73.5775365167777,1.69700280215882,0.588678028702013,2.88273507659284,0.00394238851072044,0.030743462404509,"Upregulated","RAB6B"
"ENSG00000103316",1027.56448515124,1.6956500692947,0.44107233680122,3.84438090493734,0.000120857160751792,0.00319276215857002,"Upregulated","CRYM"
"ENSG00000279833",18.6245867292018,1.69430529644136,0.631485097529479,2.6830487418783,0.00729543566976004,0.0456790125366435,"Upregulated","AL031846.2"
"ENSG00000143365",419.796895442544,1.68820309729654,0.378361650895505,4.46187686648715,8.12449086416452e-06,0.000600792091662097,"Upregulated","RORC"
"ENSG00000175265",84.2432536301607,1.68758919534913,0.411607346606444,4.09999775092136,4.13154153399182e-05,0.00166778180134503,"Upregulated","GOLGA8A"
"ENSG00000156042",126.502487341647,1.68116691819524,0.624788452676358,2.6907778320706,0.00712856500349823,0.0449789118058167,"Upregulated","CFAP70"
"ENSG00000243955",3069.44048316861,1.68102203087918,0.584347048276727,2.87675284034823,0.00401790164611334,0.0311342008314004,"Upregulated","GSTA1"
"ENSG00000230316",154.230923032629,1.67223899625853,0.443147834396593,3.77354658301673,0.000160943151443956,0.00387800660979285,"Upregulated","FEZF1-AS1"
"ENSG00000080823",225.422031330101,1.66589166880177,0.482870623901519,3.44997518246528,0.000560638091002855,0.00889760137765493,"Upregulated","MOK"
"ENSG00000197838",1060.96320597193,1.65120116259763,0.57323800253393,2.8804809787535,0.00397068910720604,0.0309079593118089,"Upregulated","CYP2A13"
"ENSG00000177459",320.439973369559,1.63521518412037,0.555753715759225,2.94233783374074,0.00325744345748042,0.0272475377652531,"Upregulated","ERICH5"
"ENSG00000245573",36.2615485894097,1.63273769477141,0.535851658612163,3.04699569093458,0.00231141023267158,0.0220725497881921,"Upregulated","BDNF-AS"
"ENSG00000158106",242.051844347192,1.63136953127997,0.50465084747047,3.23266975465731,0.00122639247378698,0.0147856565567741,"Upregulated","RHPN1"
"ENSG00000184441",23.8455670991097,1.63013219149521,0.518970138892922,3.14109053552221,0.00168319991059333,0.0179697343967187,"Upregulated","AP001062.1"
"ENSG00000019186",211.825996966083,1.61450989528091,0.543400927937682,2.97112097582958,0.00296714874865254,0.0258500420469457,"Upregulated","CYP24A1"
"ENSG00000213742",18.1840117521963,1.60445794442239,0.536796897298621,2.98894787301616,0.00279939886480013,0.0249572073378069,"Upregulated","ZNF337-AS1"
"ENSG00000214553",126.914889984941,1.60396526511821,0.508823964376566,3.15229898238668,0.00161990314399102,0.0175309153045921,"Upregulated","LRRC37A11P"
"ENSG00000142973",4522.05465631982,1.60354884859738,0.451309485015359,3.55310247588261,0.000380716125247586,0.00693372170355371,"Upregulated","CYP4B1"
"ENSG00000197776",27.7587489402913,1.60246207163198,0.56570279030849,2.83269253587759,0.00461577595239783,0.0341954275806528,"Upregulated","KLHDC1"
"ENSG00000161381",150.756467729959,1.6017849558621,0.53412077091699,2.99891905179446,0.0027093928105392,0.0243745899620401,"Upregulated","PLXDC1"
"ENSG00000101333",442.988994482758,1.6013686258761,0.561974560621124,2.84953935300235,0.00437825890646297,0.0329878830914707,"Upregulated","PLCB4"
"ENSG00000189045",95.7564824888372,1.59942747755721,0.569962033932056,2.80620003147064,0.00501295623951433,0.035964811212723,"Upregulated","ANKDD1B"
"ENSG00000146021",91.4525672087263,1.59079778692871,0.468944718877081,3.39229278610488,0.000693103344857403,0.0101219823215363,"Upregulated","KLHL3"
"ENSG00000183117",84.9697511994776,1.57375019537776,0.551954700353588,2.85123071579895,0.00435503570258704,0.0328889491087617,"Upregulated","CSMD1"
"ENSG00000234456",70.6068285739043,1.57351600939212,0.558850242291974,2.81563089771378,0.00486815608029299,0.035449102594867,"Upregulated","MAGI2-AS3"
"ENSG00000168646",266.242089630242,1.56792063786509,0.451579566038587,3.4720805718014,0.000516441312669979,0.00847042749537874,"Upregulated","AXIN2"
"ENSG00000104427",194.655520973432,1.56441107511119,0.467589435214722,3.34569380164202,0.000820769786838484,0.0113216897450984,"Upregulated","ZC2HC1A"
"ENSG00000151575",219.769317187376,1.54074909362107,0.554939811802374,2.77642558860017,0.00549602140710957,0.0379741213291872,"Upregulated","TEX9"
"ENSG00000215424",22.6884512180153,1.53818161830093,0.528300496310821,2.91156572640423,0.0035962223853148,0.0288914453592767,"Upregulated","MCM3AP-AS1"
"ENSG00000054690",467.991772243885,1.53301276516114,0.31960535298764,4.79658037899141,1.61397210406535e-06,0.000226961519814305,"Upregulated","PLEKHH1"
"ENSG00000276710",27.2424629818937,1.53163156717339,0.517895419183397,2.95741477997319,0.00310230490635463,0.0264397133499354,"Upregulated","CSPG4P10"
"ENSG00000184500",167.366567105051,1.52996290665896,0.523318711658017,2.92357768330434,0.00346033869190121,0.0281340949173898,"Upregulated","PROS1"
"ENSG00000163596",181.792391507571,1.51485757515426,0.501788894186755,3.01891411448908,0.00253682436291334,0.0234745192934959,"Upregulated","ICA1L"
"ENSG00000167037",58.4350146137753,1.50909061621228,0.569511803471002,2.6497969085361,0.00805401693773761,0.0486643840492728,"Upregulated","SGSM1"
"ENSG00000135549",294.459637258794,1.50705970263106,0.511654960122575,2.94546094553647,0.00322473855109105,0.0270893634940326,"Upregulated","PKIB"
"ENSG00000042317",115.385444477387,1.50171139409064,0.554189408436501,2.70974394535494,0.00673351685174063,0.0434449849975413,"Upregulated","SPATA7"
"ENSG00000164418",64.1154966958578,1.50047119233898,0.520378729026529,2.88342145565001,0.00393380735431863,0.0307044581304324,"Upregulated","GRIK2"
"ENSG00000256612",1579.60187985803,1.49294393398805,0.449145633988967,3.32396403529267,0.000887476401781787,0.0118949571476315,"Upregulated","CYP2B7P"
"ENSG00000197580",64.9220690005342,1.48985110548079,0.477895473364514,3.11752504159922,0.00182376452392574,0.0189972702929387,"Upregulated","BCO2"
"ENSG00000242861",26.7481426865981,1.48984720830812,0.501781258069118,2.96911688978008,0.00298656965473465,0.0258713880511237,"Upregulated","AL591895.1"
"ENSG00000064692",103.91995804976,1.48730374052791,0.521274222793967,2.85320791915653,0.004328029380994,0.0327677281819652,"Upregulated","SNCAIP"
"ENSG00000198707",230.78228665775,1.48336090226066,0.421603401526148,3.5183798254262,0.000434190421406656,0.00750248691364886,"Upregulated","CEP290"
"ENSG00000173209",193.063222575767,1.48303866617297,0.32026815391344,4.63061546410824,3.64580406121756e-06,0.000379075239237869,"Upregulated","AHSA2P"
"ENSG00000114841",282.996434157982,1.47677263451179,0.412034495518817,3.58409951247479,0.000338243118762581,0.00632510672264329,"Upregulated","DNAH1"
"ENSG00000119326",447.680972266736,1.4576579451136,0.460598795705748,3.16470203288335,0.00155241842531011,0.017061685140692,"Upregulated","CTNNAL1"
"ENSG00000118690",236.873817550012,1.45413795701609,0.541702854294172,2.68438304411522,0.00726638018192287,0.045539147891511,"Upregulated","ARMC2"
"ENSG00000136895",40.0834046820547,1.45362597525855,0.460981550292414,3.15332788120582,0.00161420387923961,0.0174941767228267,"Upregulated","GARNL3"
"ENSG00000188747",143.177673697146,1.44956111351477,0.354739340836274,4.08627109160637,4.38361560351042e-05,0.001720846752923,"Upregulated","NOXA1"
"ENSG00000235016",29.9613205746656,1.44933012732689,0.541465757919285,2.67667919185932,0.00743557929091441,0.0461856619532685,"Upregulated","SEMA3F-AS1"
"ENSG00000006025",356.790311443425,1.44018693791987,0.42475312799459,3.39064468982137,0.000697284367503839,0.0101563517888443,"Upregulated","OSBPL7"
"ENSG00000005379",314.129264743109,1.43216172428768,0.455602629578212,3.14344481640404,0.00166971895187101,0.0179035614614369,"Upregulated","TSPOAP1"
"ENSG00000128573",187.350022881013,1.42239431529753,0.407728921831397,3.48857841359047,0.000485596369172668,0.0080491703473684,"Upregulated","FOXP2"
"ENSG00000161551",32.2309302268574,1.42153241823806,0.478725219051923,2.9694120168837,0.00298370241700698,0.0258713880511237,"Upregulated","ZNF577"
"ENSG00000189007",45.6965032661129,1.42133305915819,0.465179427768117,3.05545123948752,0.00224722140166857,0.0216637591372361,"Upregulated","ADAT2"
"ENSG00000140398",121.481663951899,1.41204989977653,0.347924889884643,4.05849061343298,4.93909183670197e-05,0.00185743004744305,"Upregulated","NEIL1"
"ENSG00000158062",530.568305419366,1.40953855361818,0.502215059257274,2.80664334459174,0.00500606339602343,0.035964811212723,"Upregulated","UBXN11"
"ENSG00000185189",91.0806214719154,1.40942985934062,0.421283001713464,3.34556545981706,0.000821149737851874,0.0113216897450984,"Upregulated","NRBP2"
